nome,idade,time,posicao,partidas,minutos,gols,assistencias,chutes,passes_chave,dribles,faltas_sofridas,impedimentos,desarmes_sofridos,dominios_errados,desarmes,interceptacoes,faltas_cometidas,impedimentos_ganhos,afastadas_perigo,dribles_sofridos,Blocks,gols_contra,passes,perc_passes,cruzamentos,bolas_longas,enfiadas,nota
Ricardo Álvarez,33,Velez Sarsfield,M(CR),2(3),160,-,-,0.6,0.2,-,0.4,-,0.6,0.2,0.2,0.6,-,-,0.4,1,0.2,-,22.6,81.4,1,1.4,-,6.36
Francis Mac Allister,26,Talleres,DMC,8(11),735,-,1,0.2,0.6,0.2,0.4,-,0.2,0.4,1.8,0.4,1.4,-,0.5,0.7,0.1,-,24.3,80.7,0.2,2.4,0.1,6.36
Federico Paradela,20,Sarmiento,M(C),10(4),741,-,-,1.1,0.9,0.9,1.3,0.1,1.3,1.5,0.4,0.1,0.4,-,0.3,0.3,-,-,17.6,81.7,0.9,0.9,-,6.36
Vicente Taborda,20,Boca Juniors,Forward,2(1),188,-,-,1,0.7,1.7,1.0,-,2.0,4.0,1.0,0.3,2.0,-,0.3,0.7,-,-,26.3,75.9,-,-,-,6.36
Raúl Loaiza,27,Defensa y Justicia,DMC,5(16),737,1,-,0.2,0.2,0.3,0.3,-,0.4,0.7,0.9,0.7,0.9,-,0.5,0.5,0.2,-,12.9,81.9,-,0.3,-,6.36
Rodrigo Holgado,26,Gimnasia LP,FW,8(4),700,-,-,0.7,0.3,1.1,1.0,0.5,1.8,2.9,0.8,-,1.3,-,0.6,0.5,0.1,-,13.0,65.4,0.1,0.2,-,6.36
Lenny Lobato,21,Velez Sarsfield,Forward,1(1),69,-,-,-,-,1.5,0.5,-,0.5,1.0,1.0,-,0.5,-,-,-,-,-,9.0,72.2,-,-,-,6.36
Nery Leyes,32,Gimnasia LP,DMC,3(7),400,-,-,0.1,0.1,-,0.2,-,0.2,0.2,2.1,1.3,0.6,-,1.1,0.8,-,-,13.2,77.3,0.1,1.1,-,6.36
Guillermo Acosta,34,Atletico Tucuman,"D(R),DMC,M(R)",16(4),1406,1,-,1,0.7,0.2,0.8,-,0.3,1.3,1.2,0.9,1.2,-,0.7,1.3,0.1,-,39.7,81.6,0.4,2.3,-,6.35
Julián Navas,28,Arsenal Sarandi,D(R),12(6),1173,-,-,0.4,0.3,0.4,0.4,-,0.3,0.8,2.1,1.1,1.5,0.4,2.9,1.2,0.7,-,23.6,69.6,0.4,1.7,-,6.35
Gervásio Núñez,34,Sarmiento,"AM(CL),FW",7(6),690,-,-,1.8,0.7,0.9,1.0,0.2,1.3,1.5,0.5,0.3,1.0,-,0.2,0.5,-,-,24.1,76.0,0.3,1.3,-,6.35
Leonardo Jara,30,Velez Sarsfield,"D(R),DMC,M(R)",2(5),180,-,-,0.4,0.1,0.1,0.6,-,0.3,0.4,1.1,0.1,0.3,-,0.9,0.6,0.1,-,17.3,81.0,0.1,1.1,-,6.35
Enrique Bologna,40,River Plate,GK,4,360,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,20.8,72.3,-,5.0,-,6.35
Federico Milo,30,Aldosivi,"D(L),M(L)",4(5),358,-,1,0.9,0.4,0.8,0.3,-,0.6,2.1,1.4,0.6,0.8,-,0.6,0.9,-,-,11.0,64.6,0.4,0.4,0.1,6.35
Nicolás Mazzola,32,Arsenal Sarandi,FW,10(5),803,-,1,0.9,0.3,0.7,1.4,0.7,1.1,1.8,0.3,0.2,1.4,-,0.7,0.4,0.2,-,12.3,56.2,0.1,0.3,-,6.35
Lautaro Torres,25,Central Cordoba de Santiago,Midfielder,0(4),53,-,1,0.3,0.5,-,-,-,0.3,0.3,0.8,0.3,-,-,-,0.3,-,-,12.5,92.0,-,0.8,-,6.35
Javier Iritier,27,Aldosivi,AM(LR),4(6),352,-,1,0.3,0.7,1.2,0.8,-,1.2,1,0.4,0.2,1.1,-,0.2,0.6,0.1,-,11.8,73.7,0.6,0.4,-,6.34
Lautaro Giaccone,21,Rosario Central,Midfielder,2(3),200,-,-,0.4,0.2,1.2,0.4,-,1,1,1.2,0.4,0.2,-,-,0.6,-,-,14.6,74.0,0.2,0.6,-,6.34
Matias Sosa,20,Talleres,Forward,1(2),75,-,-,0.3,0.3,1.3,0.3,0.3,-,1.3,0.7,-,-,-,0.3,0.7,-,-,10.7,65.6,0.3,0.3,-,6.34
Augusto Lotti,25,Atletico Tucuman,FW,14(8),1293,3,3,1.1,0.9,0.3,0.4,0.4,0.7,1.7,0.2,-,0.7,-,0.3,0.3,-,-,15.5,70.9,0.2,0.3,-,6.34
Camilo Albornoz,21,Atletico Tucuman,Midfielder,3(2),363,-,-,0.4,0.2,-,-,-,-,0.6,2,0.8,1,0.8,2.8,0.4,0.4,-,23.4,81.2,-,2.2,-,6.34
Lautaro Comas,27,Patronato de Parana,AM(CLR),2(6),259,-,-,1.1,0.3,0.9,1.6,0.1,0.3,2.1,0.1,0.3,0.4,-,-,0.3,-,-,7.3,74.1,0.8,0.1,0.1,6.34
Dardo Miloc,31,Arsenal Sarandi,DMC,11(8),1143,-,-,0.3,0.2,0.2,1.2,0.1,0.4,0.9,0.9,1.2,1.1,-,0.6,1.2,0.1,-,25.4,74.5,-,0.8,-,6.34
Gabriel Hauche,35,Argentinos Juniors,"AM(CL),FW",9(2),691,-,-,1,0.5,0.3,0.8,0.9,0.5,1.5,0.8,0.4,1,-,0.3,0.2,0.1,-,21.7,71.1,0.3,0.4,0.1,6.34
Cristian Lucchetti,43,Atletico Tucuman,GK,25,2250,-,-,-,-,-,0.2,-,-,0.1,0.1,0.1,-,-,0.8,-,-,-,26.1,56.6,-,7.2,-,6.34
Luciano Pons,31,Banfield,FW,8(13),865,1,1,1.2,0.5,0.1,0.7,0.6,0.8,1.3,0.4,0.3,0.8,-,0.5,0.6,-,-,10.8,65.0,-,0.2,-,6.34
Maxi Rodríguez,41,Newell's Old Boys,"M(CL),FW",1(7),186,1,-,1,0.3,0.5,0.5,-,0.5,0.5,0.1,0.3,0.1,-,0.1,0.4,-,-,10.1,74.1,0.1,0.4,-,6.33
Ramiro Ruiz Rodriguez,22,Atletico Tucuman,FW,12(10),1078,1,1,1.2,0.5,0.8,0.3,0.8,0.7,2.7,0.4,0.2,0.5,-,0.3,0.6,0.1,-,12.0,64.9,0.1,0.3,-,6.33
Rodrigo Salinas,35,Sarmiento,FW,4(7),370,-,2,0.5,0.3,0.4,0.3,0.3,0.8,1.9,0.3,-,0.5,-,0.6,-,-,-,8.5,66.0,0.1,0.3,-,6.33
Hugo Fernández,24,Defensa y Justicia,Midfielder,4(5),297,-,-,0.4,0.2,1.2,0.8,-,0.6,0.9,0.7,-,0.8,-,0.2,0.3,-,-,10.2,68.5,0.3,0.3,-,6.33
Kevin Zenón,20,Union,AM(L),10(10),973,-,-,0.9,1,0.6,0.7,0.2,0.5,1.8,0.6,0.4,0.4,-,0.1,0.7,0.1,-,12.4,66.4,1.1,0.7,-,6.33
Alan Cantero,23,Godoy Cruz,Midfielder,1(9),261,-,1,0.9,0.4,0.9,0.7,0.1,0.7,1.5,0.3,-,0.3,-,0.1,0.3,0.1,-,5.4,66.7,-,0.2,-,6.33
Maximiliano González,17,Lanus,Midfielder,0(1),16,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,8.0,100.0,-,1,-,6.33
Santiago Moya,18,Huracan,Defender,2,136,-,-,-,-,0.5,0.5,-,-,-,0.5,0.5,0.5,-,2,0.5,-,-,30.5,73.8,-,2.5,-,6.33
Tomás Badaloni,21,Godoy Cruz,FW,21(3),1555,4,1,1.2,0.5,0.1,0.8,0.3,0.8,2,0.2,0.2,0.9,-,0.4,0.4,-,-,13.2,70.3,-,0.2,-,6.33
Juan Andrada,27,Arsenal Sarandi,DMC,5(2),326,-,-,0.3,-,0.9,1.4,-,1.4,0.7,1.1,1.4,0.3,-,1,0.6,0.3,-,24.0,76.2,-,1.9,-,6.33
Nazareno Fúnez,21,Newell's Old Boys,Forward,1(4),138,-,-,0.6,0.6,0.2,0.6,-,0.6,1.8,0.4,-,0.8,-,0.2,0.4,-,-,8.0,55.0,0.2,-,-,6.33
Matías Molina,28,Sarmiento,D(R),5(3),483,-,-,0.3,0.5,-,0.3,-,0.1,0.5,0.8,0.5,1.3,0.3,2.8,1,0.1,-,14.0,51.8,0.4,0.4,-,6.32
Cristian Colmán,28,Godoy Cruz,FW,3(13),480,1,3,1.1,0.6,0.3,0.1,0.4,0.1,1.6,0.1,-,0.3,-,0.2,0.1,-,-,7.8,65.6,0.1,0.4,0.1,6.32
Gino Peruzzi,29,San Lorenzo,"D(CR),M(R)",17,1401,1,1,0.4,0.3,0.2,1.4,-,0.4,0.8,1.3,1.1,2.2,0.4,1.8,0.9,0.1,-,32.8,80.5,0.2,1.9,-,6.32
Sergio Ojeda,30,Patronato de Parana,D(C),5(2),447,-,1,0.1,0.1,-,0.3,-,-,0.3,1,1,1,-,2.9,0.3,0.6,-,14.4,51.5,-,1.3,-,6.32
Gonzalo Luján,20,San Lorenzo,Defender,1(4),177,-,-,0.4,0.4,0.2,0.2,-,-,-,0.2,0.4,0.2,-,2.2,-,0.2,-,16.4,72.0,0.4,0.6,-,6.32
Nicolás Garayalde,22,Velez Sarsfield,Midfielder,3(3),256,-,-,0.3,0.2,-,1,-,0.7,1.5,2,0.3,1.8,-,0.5,0.7,-,-,21.0,86.5,0.2,0.3,-,6.32
Matías Mier,31,Central Cordoba de Santiago,Midfielder,5(3),355,-,1,1.1,0.6,0.5,0.1,-,0.3,1.8,0.4,0.1,0.9,-,0.1,0.5,-,-,14.4,73.0,0.3,1.1,0.1,6.32
Cristian Menéndez,34,Atletico Tucuman,FW,9(9),843,-,1,1.2,0.4,0.4,0.8,0.4,0.4,1.5,0.8,0.1,0.9,-,0.4,0.3,0.2,-,9.6,62.4,0.1,0.1,-,6.32
Diego García,25,Talleres,AM(L),4(14),439,1,1,0.5,0.4,0.4,0.6,0.3,0.4,0.8,0.7,0.5,0.2,-,0.3,0.4,-,-,9.1,73.0,0.3,0.8,-,6.32
Dixon Rentería,26,Central Cordoba de Santiago,Defender,0(4),106,-,-,0.5,0.5,-,-,-,-,1,-,0.8,0.8,-,3.3,-,0.3,-,8.0,78.1,0.3,0.5,-,6.32
Ignacio Gariglio,23,Arsenal Sarandi,Defender,4,276,-,-,-,0.5,-,0.5,-,0.3,0.3,0.8,0.8,0.3,-,2,0.5,0.3,-,18.8,69.3,0.3,1.5,-,6.31
Manuel Panaro,19,Aldosivi,Forward,1(3),118,-,-,1,0.3,1.3,1,-,0.3,1.3,0.8,-,1.0,-,-,0.8,-,-,5.3,47.6,-,-,-,6.31
Michael Covea,28,Rosario Central,AM(C),6(7),521,-,2,0.5,0.6,0.5,0.8,0.1,0.9,1.6,1.1,0.2,1.1,-,-,1.1,0.1,-,14.8,74.1,0.3,0.5,0.1,6.31
Lucas Brochero,23,Central Cordoba de Santiago,Forward,6(9),544,-,2,0.3,0.9,0.5,0.3,-,1,1.1,0.6,0.1,0.8,-,0.2,0.5,-,-,7.3,66.4,0.7,0.4,0.1,6.31
Benjamín Borasi,24,Sarmiento,Forward,0(3),53,-,-,0.7,0.3,1,-,-,-,0.3,0.3,0.3,-,-,0.7,1,-,-,6.0,77.8,-,-,-,6.31
Fabricio Coloccini,40,Aldosivi,D(C),18(2),1588,-,-,0.2,-,0.2,0.4,-,0.2,0.3,0.9,0.8,0.5,0.5,2.7,0.4,0.8,-,45.2,83.6,-,3.1,-,6.31
Agustín Lagos,20,Atletico Tucuman,Defender,1(4),131,-,-,-,0.6,0.8,0.2,-,0.4,1,1.0,0.4,0.8,-,0.6,0.6,0.2,-,11.4,73.7,0.4,0.4,-,6.31
David Ayala,19,Estudiantes,M(C),4(7),357,-,-,0.1,0.2,0.5,0.4,-,0.4,0.7,1.4,0.6,0.6,-,0.5,0.6,0.3,-,15.6,77.3,-,1.4,-,6.31
Facundo Russo,21,Club Atletico Platense,M(R),7(5),539,-,1,0.4,0.4,0.7,0.2,-,0.5,1.3,1.1,0.4,0.7,0.1,-,0.8,-,-,13.3,62.5,0.3,0.1,-,6.31
Alejo Antilef,23,Arsenal Sarandi,AM(C),7(10),619,2,2,0.4,0.6,0.4,0.7,0.1,0.7,1.2,0.4,0.5,0.6,-,0.2,0.5,-,-,13.2,75.9,0.3,0.3,-,6.3
Lautaro Morales,22,Lanus,GK,12,1080,-,-,-,-,-,0.3,-,-,-,0.3,-,-,-,0.4,-,-,-,26.1,68.1,-,3.8,-,6.3
Darío Cvitanich,37,Racing Club,"AM(C),FW",8(8),597,1,1,0.3,0.4,0.5,1.1,0.3,0.9,1.1,0.3,-,0.6,-,0.4,0.1,-,-,12.4,74.7,0.1,0.6,-,6.3
Román Vega,18,Argentinos Juniors,Defender,0(1),45,-,-,1,-,-,-,-,-,3,1.0,1,-,-,-,1,-,-,16.0,93.8,-,-,-,6.3
Pablo Becker,28,Aldosivi,Midfielder,2(5),167,-,-,0.1,0.3,1.1,0.6,-,0.1,0.6,0.4,-,-,-,0.3,0.3,-,-,15.1,81.1,-,0.1,-,6.3
Federico Marín,24,Huracan,Midfielder,1(1),85,-,-,-,-,-,-,-,-,1.0,3.0,0.5,1.0,-,-,1.5,-,-,13.5,81.5,-,0.5,-,6.3
Nicolás Linares,26,Banfield,DMC,1(5),175,-,-,0.3,-,0.2,0.3,-,-,0.2,1.3,0.5,1.5,-,0.8,0.7,-,-,10.8,73.8,-,0.5,-,6.29
Matías Palavecino,24,Patronato de Parana,Midfielder,2(7),280,-,-,1.1,0.8,1.1,0.7,0.1,0.6,1.0,1.0,0.2,1.0,-,0.1,0.8,0.1,-,15.1,71.3,0.2,0.9,0.1,6.29
Agustín Rodríguez,17,Lanus,Midfielder,0(6),42,-,2,-,0.5,0.2,0.2,-,0.3,0.5,0.7,-,0.2,-,0.2,0.2,-,-,6.0,80.6,0.5,0.2,-,6.29
Hugo Magallanes,24,Patronato de Parana,Defender,3,270,-,-,-,0.3,-,0.3,-,-,0.7,1.0,2.3,1.0,0.7,6,-,0.3,-,16.3,73.5,-,1.3,-,6.29
Tomás Escalante,22,Defensa y Justicia,Midfielder,2(7),245,-,-,0.1,0.3,0.3,0.3,0.1,0.2,1.0,1.0,0.3,0.9,0.4,0.6,0.7,0.1,-,9.6,64.0,0.2,0.6,-,6.29
Federico Gino,29,Aldosivi,DMC,2(10),346,1,1,0.4,0.3,-,0.7,-,0.3,0.6,0.8,0.2,0.6,-,0.8,0.6,0.3,-,12.8,69.3,-,0.5,-,6.29
Daniel Juárez,20,Union,Forward,5(2),333,-,-,1.1,0.6,0.4,0.9,0.1,0.9,1.9,0.7,0.4,0.6,-,0.4,0.6,-,-,12.6,71.6,-,0.1,0.1,6.29
Mateo Montenegro,23,Central Cordoba de Santiago,Defender,2(12),414,-,-,0.1,0.1,0.3,0.2,-,0.6,0.4,1.2,1,0.6,-,0.9,0.7,0.1,-,10.7,74.7,-,0.7,-,6.28
Valentín Larralde,21,Arsenal Sarandi,M(C),8(4),626,-,-,0.3,0.9,1,0.4,0.1,1,1.9,1.3,0.7,0.8,-,0.1,0.8,0.2,-,22.2,75.2,0.3,0.9,0.1,6.28
Gastón Gerzel,22,Club Atletico Platense,M(L),6(7),492,-,-,0.4,0.3,0.5,0.6,-,0.9,1.1,1.0,0.4,0.5,-,0.6,1.1,-,-,10.0,67.7,0.5,0.1,-,6.28
Patricio Cucchi,29,Sarmiento,Forward,2(5),213,1,-,0.7,0.1,0.1,0.6,0.3,0.3,1.3,0.1,-,0.7,-,0.1,0.3,-,-,11.9,57.8,0.1,0.6,-,6.28
Juan Zarza,20,Independiente,Forward,0(3),34,-,-,0.7,-,1,0.3,-,-,0.7,0.7,0.7,0.3,-,-,0.3,-,-,9.3,67.9,-,-,-,6.28
David Romero,19,Talleres,Forward,1(6),245,1,-,0.7,0.3,1,0.6,0.4,0.4,1.9,0.6,-,0.6,-,0.3,1.4,-,-,6.0,71.4,-,0.4,-,6.28
Santiago Pierotti,21,Colon,Forward,1(16),334,-,-,0.4,0.4,1.3,0.2,0.1,0.6,1.4,0.5,0.4,0.9,-,0.1,0.5,0.1,-,7.8,77.3,-,-,-,6.27
Alexis Dominguez,25,Gimnasia LP,Forward,3(6),387,-,-,0.9,0.2,0.3,1.6,0.2,1.4,3.4,0.7,0.1,1.6,-,1.9,0.1,-,-,9.4,58.8,0.1,0.1,-,6.27
Cristián Insaurralde,30,Union,Forward,1(3),97,1,-,0.8,0.5,0.5,0.3,-,0.8,1.3,0.3,0.3,0.3,-,-,0.3,-,-,8.3,54.5,0.5,-,-,6.27
Alan Marinelli,22,Rosario Central,FW,8(8),744,1,2,0.4,0.4,0.8,0.1,0.1,0.8,1.5,0.5,-,0.4,-,0.2,0.3,-,-,6.6,72.4,0.3,0.1,-,6.27
Andrés Meli,21,Godoy Cruz,Midfielder,0(1),11,-,-,-,-,-,1.0,-,-,-,1.0,-,-,-,-,-,-,-,6.0,83.3,-,-,-,6.27
Leandro Desabato,32,Rosario Central,DMC,4(2),254,-,-,0.2,0.3,-,0.3,-,0.2,1,1.0,0.8,0.8,-,1,0.5,-,-,23.7,86.6,-,1.5,-,6.27
Máximo Ceratto,20,Union,Midfielder,0(1),5,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,7.0,71.4,-,1.0,-,6.27
Benjamín Garré,21,Racing Club,Midfielder,1(10),260,1,-,0.4,0.5,0.4,0.4,-,0.4,1.2,0.4,0.2,0.7,-,0.2,0.4,-,-,11.7,77.5,0.6,0.2,-,6.27
Patricio Toranzo,40,Huracan,M(CL),0(7),86,-,1,0.1,0.9,0.3,0.6,-,0.3,0.3,0.4,-,0.4,-,-,0.7,-,-,10.6,73.0,0.4,0.4,0.3,6.26
Matías Pérez,23,Lanus,D(C),8(7),799,-,-,0.1,-,0.2,0.3,-,0.2,0.1,0.5,0.7,0.3,0.3,2.8,0.1,0.3,-,24.9,81.2,-,1.4,-,6.26
Agustín Mulet,22,Velez Sarsfield,Midfielder,1(8),225,-,1,-,0.3,-,0.4,-,-,0.2,1,0.7,0.6,-,0.6,0.3,-,-,15.3,90.6,0.1,0.8,-,6.26
Tomás Pozzo,21,Independiente,Midfielder,0(14),160,-,-,0.2,0.5,1,0.4,-,0.2,0.9,0.2,0.1,0.7,-,0.1,0.4,-,-,9.9,77.5,0.2,0.4,-,6.26
José Paradela,23,River Plate,M(C),3(11),369,-,-,0.4,0.2,0.7,0.8,0.1,0.6,1.9,0.9,0.3,1,-,0.2,0.6,-,-,13.9,80.5,0.1,0.5,0.1,6.26
Pedro De la Vega,21,Lanus,Forward,1(17),335,1,1,0.9,0.4,0.7,0.6,-,0.1,0.8,0.2,0.1,0.5,-,0.1,0.4,-,-,8.5,77.1,0.1,0.1,-,6.26
Julián Eseiza,20,Banfield,Forward,0(4),43,-,-,-,0.8,0.5,-,-,-,1,-,0.5,0.5,-,0.5,0.3,-,-,5.5,68.2,0.8,0.8,-,6.26
Renzo Tesuri,25,Atletico Tucuman,M(R),5(10),563,1,-,0.5,0.5,0.6,0.6,0.1,0.7,1.9,1.1,0.3,0.6,-,0.1,0.4,-,-,13.5,70.0,0.1,0.3,-,6.25
Mauro Formica,34,Colon,M(C),4(9),433,-,-,1.1,0.6,0.2,1.2,0.2,-,0.9,0.5,0.4,0.8,-,0.5,0.8,-,-,11.8,74.0,0.2,0.5,-,6.25
Alejandro Cabrera,29,Banfield,Midfielder,1,15,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,8.0,87.5,-,1,-,6.25
Julián Palacios,23,San Lorenzo,AM(R),11(3),760,-,1,0.6,0.6,0.6,1.4,0.1,0.9,1.1,0.9,0.2,1.4,-,0.4,1.5,0.1,-,15.9,75.8,0.3,0.4,-,6.25
Gastón Comas,23,Union,Midfielder,1(3),102,-,-,0.5,1,0.5,1.3,-,0.8,1.3,1,0.5,0.3,-,0.3,0.3,-,-,9.3,86.5,0.3,0.8,-,6.25
Emiliano Viveros,19,Arsenal Sarandi,Midfielder,0(5),113,-,-,1.8,0.4,1,0.2,-,-,1.6,0.2,-,0.8,-,0.2,0.4,-,-,8.4,69.0,0.4,-,-,6.25
Luca Martínez Dupuy,20,Rosario Central,Forward,4(11),572,2,1,0.9,0.1,0.3,1.1,0.1,0.5,1.1,0.2,0.1,0.7,-,0.1,0.3,-,-,5.1,72.7,-,0.1,-,6.25
Agustín Martegani,21,San Lorenzo,Midfielder,2(4),211,1,-,0.2,0.5,0.3,0.5,-,1,0.7,-,0.8,0.8,0.2,-,1,-,-,9.3,82.1,0.2,0.2,-,6.24
Cristian Ludueña,19,Talleres,Midfielder,0(1),12,-,-,1,-,-,1,-,-,1,3,-,2,-,-,-,-,-,6.0,83.3,-,1,-,6.24
Lucas Orban,33,Racing Club,D(CL),0(3),89,-,-,0.3,0.3,-,-,-,-,-,1.3,0.7,0.7,-,0.3,0.3,-,-,9.7,82.8,-,1,-,6.23
Jaime Ayovi,34,Estudiantes,FW,7(10),609,1,1,0.8,0.1,0.4,0.4,0.2,0.9,1.5,0.3,-,1.2,-,0.6,0.2,-,-,7.2,69.7,-,-,0.1,6.23
Javier Osatchuk,21,Independiente,Midfielder,1(5),113,-,-,0.2,0.2,0.2,0.3,-,-,0.3,1,0.5,0.8,-,0.3,-,-,-,8.7,71.2,-,0.8,-,6.23
Leonardo Ponzio,40,River Plate,M(C),1(6),129,-,-,0.4,0.4,-,0.1,-,-,0.4,0.3,0.4,0.4,-,-,0.3,-,-,13.7,84.4,-,1.1,-,6.22
Guillermo Balzi,20,Newell's Old Boys,Midfielder,0(11),133,-,-,0.2,0.3,0.6,0.7,-,0.3,0.7,0.6,0.1,0.6,-,0.3,0.3,-,-,5.5,70.5,0.1,0.2,-,6.22
Lucas Naranjo,20,Atletico Tucuman,Midfielder,1(3),104,-,-,0.3,0.5,-,0.5,-,1,0.8,1,-,0.5,-,-,0.5,-,-,12.3,73.5,0.3,0.3,-,6.22
Franco Romero,21,Estudiantes,Midfielder,0(2),36,-,-,0.5,-,-,0.5,-,-,-,-,1,-,-,-,-,-,-,9.0,83.3,-,-,-,6.22
Braian Martínez,22,Independiente,AM(R),5(11),476,1,-,0.4,0.2,0.6,0.9,0.1,1.2,1.4,0.6,0.3,0.2,-,0.1,0.8,0.1,-,8.6,71.5,0.1,0.1,-,6.22
Leandro Iglesias,21,Rosario Central,Midfielder,0(2),16,-,-,0.5,1,-,-,-,-,0.5,-,-,-,-,-,0.5,-,-,3.0,83.3,1,0.5,-,6.21
Manuel García,22,Sarmiento,Midfielder,1(2),101,-,-,-,-,-,0.3,-,0.3,0.3,1.3,0.7,2,-,0.3,1.7,-,-,11.3,58.8,-,1.3,-,6.21
Mateo Tanlongo,18,Rosario Central,Midfielder,2(2),158,-,-,-,-,-,1.3,-,0.3,1,1.5,0.8,1,0.3,0.5,1,-,-,19.0,89.5,-,1,-,6.21
Cristian Tarragona,30,Velez Sarsfield,FW,7(18),765,2,-,0.9,0.2,0.5,1.2,0.3,1,1.5,0.2,0.1,0.9,-,0.3,0.5,0.1,-,7.8,77.3,-,0.4,-,6.2
Federico Girotti,22,River Plate,FW,5(9),509,-,-,1.4,0.2,0.2,0.1,0.4,0.8,1.5,0.4,-,0.6,-,0.3,0.2,-,-,7.4,72.8,0.1,0.3,-,6.2
Claudio Pombo,27,Sarmiento,Midfielder,0(3),64,-,-,1,0.7,0.3,0.3,-,1.3,0.7,0.3,0.7,-,-,0.3,0.7,-,-,7.3,63.6,-,0.3,-,6.2
Ezequiel Almirón,19,Boca Juniors,Forward,1,31,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,6,50,-,-,-,6.19
Guillermo Enrique,22,Gimnasia LP,Defender,0(1),5,-,-,-,-,-,-,-,-,1,2,-,1,-,1,-,-,-,-,-,-,-,-,6.19
Ricardo Centurión,29,Velez Sarsfield,"AM(CLR),FW",2(15),286,2,-,0.5,0.2,0.4,0.8,0.1,0.6,0.9,0.1,0.1,0.2,0.1,0.2,0.5,0.1,-,6.6,75.2,0.1,0.3,-,6.19
Nahuel Barrios,23,San Lorenzo,AM(CL),3(12),438,-,-,0.3,0.7,1,0.8,-,0.5,1,0.5,0.4,0.4,-,-,0.5,-,-,12.1,76.4,0.1,0.3,-,6.19
Fernando Belluschi,38,Newell's Old Boys,M(CR),1(7),171,-,1,0.5,0.3,0.1,0.8,-,0.5,0.3,0.3,0.5,0.4,-,0.1,0.8,-,-,13.6,69.7,0.1,1.5,-,6.18
Abel Bustos,22,Atletico Tucuman,M(C),8(3),629,-,-,0.4,0.2,0.4,0.8,-,0.5,1.4,1.7,1.3,2.3,0.2,1,1.5,0.1,-,28.3,85.9,-,1.7,-,6.17
Alexis Alvariño,21,Boca Juniors,Midfielder,0(1),9,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,3,66.7,-,-,-,6.17
Erik Bodencer,22,Boca Juniors,Forward,0(2),104,-,-,2,-,1,1,1,1.5,1.5,-,-,1,-,0.5,-,-,-,6,66.7,-,-,-,6.17
Diego Sosa,30,Argentinos Juniors,AM(CL),1(9),261,-,-,0.4,0.6,0.3,0.4,0.1,0.4,0.6,0.3,0.1,0.1,-,0.1,0.3,-,-,8.7,73.6,0.3,0.3,-,6.16
Franco Orozco,20,Lanus,Midfielder,0(6),116,-,-,0.2,0.2,0.5,1,0.2,0.2,0.7,1,-,0.3,-,-,0.2,-,-,5.7,76.5,-,-,-,6.16
Damián Lemos,33,Patronato de Parana,DMC,0(4),22,-,-,-,-,-,-,-,-,0.5,0.5,0.3,-,-,-,0.8,0.3,-,2.0,37.5,-,-,-,6.16
Fernando Tobio,32,Estudiantes,D(C),5(2),402,-,-,0.1,0.1,-,0.1,-,0.1,0.3,0.4,1,0.9,0.3,2.3,0.7,0.1,-,22.0,77.9,-,1.6,-,6.16
Joaquín Indacoechea,21,Aldosivi,Midfielder,3(5),342,-,-,0.1,0.3,0.5,0.5,-,0.1,0.8,1.3,0.4,0.5,-,1.5,0.9,-,-,22.4,78.2,0.1,0.9,-,6.16
Matías Rodríguez,35,Defensa y Justicia,D(R),2(6),265,-,1,0.3,0.4,-,0.5,-,-,0.3,0.4,0.3,0.4,-,0.8,0.5,-,-,12.1,71.1,0.1,0.9,-,6.16
Tomás Sandoval,23,Club Atletico Platense,Forward,0(14),166,1,-,0.4,0.4,0.1,0.1,0.3,0.3,0.4,-,0.1,0.4,-,0.1,0.1,-,-,4.2,55.9,-,0.1,-,6.16
Diego Mercado,25,Huracan,Midfielder,0(9),174,-,-,-,0.1,-,0.2,-,0.1,0.2,0.3,0.6,0.1,0.1,0.4,0.7,0.1,-,7.2,73.8,-,0.3,-,6.15
Braian Rivero,26,Defensa y Justicia,DMC,1(9),200,-,-,-,0.2,0.1,0.4,-,0.2,0.4,0.3,0.5,0.7,-,0.5,-,-,-,14.1,83.7,-,1,-,6.15
Estanislao Jara,22,Gimnasia LP,Midfielder,0(3),29,-,-,-,0.3,0.3,0.3,-,0.7,-,0.3,-,-,-,-,0.7,-,-,4.3,76.9,-,0.7,0.3,6.15
Nicolás Peñailillo,30,Union,Defender,1(8),147,-,-,0.3,0.4,-,0.1,0.1,0.2,0.2,0.4,0.1,0.3,-,0.4,0.3,-,-,5.9,66.0,0.4,0.2,-,6.15
Tomás Galván,21,River Plate,Midfielder,0(6),108,-,-,0.2,0.3,0.7,1,-,0.3,1.5,0.3,-,-,-,-,0.5,-,-,10.5,85.7,-,-,-,6.15
Julio Luques,19,Rosario Central,Midfielder,1(6),269,-,-,0.4,-,-,0.4,-,0.4,1.1,1.4,0.4,1.7,-,0.1,1.1,-,-,21.4,84.0,-,2,-,6.15
